section,segment,rows,duration_s,distance_m,real_energy_wh,fusion_energy_wh,fusion_error_pct,run_class,quality_label,service_no,date_service,figure
张家潭-同德路,121,3003,150.1,2054.86,17542.839,17375.836,-0.952,3,0,73121,07/3073121,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_121_07_3073121.jpg
张家潭-同德路,122,3017,150.8,2053.496,17761.666,17684.692,-0.433,3,0,73122,07/3073122,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_122_07_3073122.jpg
张家潭-同德路,123,3047,152.3,2054.248,17325.728,17383.511,0.334,3,0,73123,07/3073123,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_123_07_3073123.jpg
张家潭-同德路,124,3022,151.05,2054.147,17744.148,17711.381,-0.185,3,1,73124,07/3073124,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_124_07_3073124.jpg
同德路-石碶,0,2220,110.95,1329.98,14539.57,14144.146,-2.72,3,0,70100,07/0170100,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_000_07_0170100.jpg
同德路-石碶,1,2091,104.5,1330.446,15511.008,15265.595,-1.582,2,0,70101,07/0170101,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_001_07_0170101.jpg
同德路-石碶,2,2242,112.05,1330.844,13071.499,12990.494,-0.62,4,0,70102,07/0170102,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_002_07_0170102.jpg
同德路-石碶,3,2208,110.35,1330.307,12148.842,11980.117,-1.389,3,0,70103,07/0170103,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_003_07_0170103.jpg
同德路-石碶,4,2211,110.5,1330.464,11767.723,11663.351,-0.887,3,0,70104,07/0170104,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_004_07_0170104.jpg
同德路-石碶,5,2106,105.25,1331.132,15224.392,14823.785,-2.631,2,0,70105,07/0170105,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_005_07_0170105.jpg
同德路-石碶,6,2190,109.45,1330.812,12635.22,12485.584,-1.184,3,0,70106,07/0170106,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_006_07_0170106.jpg
同德路-石碶,7,2227,111.3,1330.327,11880.661,11776.644,-0.876,3,1,70107,07/0170107,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_007_07_0170107.jpg
同德路-石碶,8,2121,106.0,1330.271,16425.236,15884.363,-3.293,2,0,70208,07/0270208,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_008_07_0270208.jpg
同德路-石碶,9,2216,110.75,1330.516,12941.204,12759.378,-1.405,3,0,70209,07/0270209,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_009_07_0270209.jpg
同德路-石碶,10,2204,110.15,1330.264,13607.634,13510.309,-0.715,3,0,70210,07/0270210,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_010_07_0270210.jpg
同德路-石碶,11,2220,110.95,1330.443,11959.924,11754.546,-1.717,3,0,70211,07/0270211,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_011_07_0270211.jpg
同德路-石碶,12,2103,105.1,1330.924,15111.839,14696.833,-2.746,2,0,70212,07/0270212,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_012_07_0270212.jpg
同德路-石碶,13,2112,105.55,1331.274,16245.005,15658.391,-3.611,2,0,70213,07/0270213,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_013_07_0270213.jpg
同德路-石碶,14,2202,110.05,1330.911,12339.366,12185.349,-1.248,3,1,70214,07/0270214,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_014_07_0270214.jpg
同德路-石碶,15,2127,106.3,1330.08,15716.915,15202.395,-3.274,2,0,70315,07/0370315,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_015_07_0370315.jpg
同德路-石碶,16,2098,104.85,1331.809,15446.31,15077.651,-2.387,2,0,70316,07/0370316,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_016_07_0370316.jpg
同德路-石碶,17,2202,110.05,1330.243,13978.134,13770.498,-1.485,3,0,70317,07/0370317,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_017_07_0370317.jpg
同德路-石碶,18,2206,110.25,1330.839,12278.755,12022.595,-2.086,3,0,70318,07/0370318,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_018_07_0370318.jpg
同德路-石碶,19,2180,108.95,1331.031,14084.295,13899.108,-1.315,3,0,70319,07/0370319,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_019_07_0370319.jpg
同德路-石碶,20,2125,106.2,1331.232,15779.038,15415.829,-2.302,2,0,70320,07/0370320,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_020_07_0370320.jpg
同德路-石碶,21,2202,110.05,1330.555,12823.394,12662.186,-1.257,3,0,70321,07/0370321,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_021_07_0370321.jpg
同德路-石碶,22,2070,103.45,1332.117,13758.331,13399.118,-2.611,2,1,70322,07/0370322,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_022_07_0370322.jpg
同德路-石碶,23,2098,104.85,1331.59,15245.862,14714.462,-3.486,2,0,70423,07/0470423,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_023_07_0470423.jpg
同德路-石碶,24,2109,105.4,1330.946,15511.589,14939.712,-3.687,2,0,70424,07/0470424,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_024_07_0470424.jpg
同德路-石碶,25,2119,105.9,1330.585,15663.847,15333.683,-2.108,2,0,70425,07/0470425,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_025_07_0470425.jpg
同德路-石碶,26,2123,106.1,1331.342,16184.288,15490.311,-4.288,2,0,70526,07/0570526,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_026_07_0570526.jpg
同德路-石碶,27,2173,108.6,1330.354,13101.307,12850.229,-1.916,3,0,70527,07/0570527,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_027_07_0570527.jpg
同德路-石碶,28,2186,109.25,1330.877,13129.808,12881.661,-1.89,3,0,70528,07/0570528,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_028_07_0570528.jpg
同德路-石碶,29,2175,108.7,1330.842,13670.193,13458.141,-1.551,3,0,70529,07/0570529,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_029_07_0570529.jpg
同德路-石碶,30,2102,105.05,1331.553,15212.663,14931.96,-1.845,2,0,70530,07/0570530,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_030_07_0570530.jpg
同德路-石碶,31,2128,106.35,1330.96,14727.079,14369.657,-2.427,2,0,70531,07/0570531,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_031_07_0570531.jpg
同德路-石碶,32,2213,110.6,1330.417,13742.757,13501.15,-1.758,3,1,70532,07/0570532,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_032_07_0570532.jpg
同德路-石碶,33,2211,110.5,1330.314,14216.714,13848.644,-2.589,3,0,70633,07/0670633,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_033_07_0670633.jpg
同德路-石碶,34,2172,108.55,1330.787,13572.191,13385.915,-1.372,3,0,70634,07/0670634,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_034_07_0670634.jpg
同德路-石碶,35,2236,111.75,1330.471,13782.553,13533.351,-1.808,4,0,70635,07/0670635,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_035_07_0670635.jpg
同德路-石碶,36,2172,108.55,1329.853,12950.063,12690.282,-2.006,3,0,70636,07/0670636,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_036_07_0670636.jpg
同德路-石碶,37,2190,109.45,1331.228,13157.471,12861.927,-2.246,3,0,70637,07/0670637,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_037_07_0670637.jpg
同德路-石碶,38,2179,108.9,1330.696,12929.932,12663.609,-2.06,3,0,70638,07/0670638,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_038_07_0670638.jpg
同德路-石碶,39,2229,111.4,1330.657,13742.625,13498.414,-1.777,3,0,70639,07/0670639,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_039_07_0670639.jpg
同德路-石碶,40,2057,102.8,1331.088,13347.87,13036.971,-2.329,2,1,70640,07/0670640,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_040_07_0670640.jpg
同德路-石碶,41,2124,106.15,1352.436,16328.435,16293.453,-0.214,2,0,70841,07/0870841,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_041_07_0870841.jpg
同德路-石碶,42,2233,111.6,1351.983,13152.302,13373.495,1.682,4,0,70842,07/0870842,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_042_07_0870842.jpg
同德路-石碶,43,2209,110.4,1352.814,11912.514,12198.522,2.401,3,0,70843,07/0870843,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_043_07_0870843.jpg
同德路-石碶,44,2183,109.1,1351.836,12593.723,12976.767,3.042,3,0,70844,07/0870844,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_044_07_0870844.jpg
同德路-石碶,45,2086,104.25,1352.201,15370.093,15246.044,-0.807,2,0,70845,07/0870845,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_045_07_0870845.jpg
同德路-石碶,46,2106,105.25,1352.025,14902.324,14909.777,0.05,2,0,70846,07/0870846,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_046_07_0870846.jpg
同德路-石碶,47,2204,110.15,1351.9,12024.145,12352.825,2.734,3,1,70847,07/0870847,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_047_07_0870847.jpg
同德路-石碶,48,2118,105.85,1351.801,15987.895,15997.245,0.058,2,0,70948,07/0970948,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_048_07_0970948.jpg
同德路-石碶,49,2111,105.5,1352.601,16331.762,16212.024,-0.733,2,0,70949,07/0970949,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_049_07_0970949.jpg
同德路-石碶,50,2235,111.7,1351.878,13247.851,13553.241,2.305,4,0,70950,07/0970950,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_050_07_0970950.jpg
同德路-石碶,51,2227,111.3,1351.833,13062.501,13391.962,2.522,3,0,70951,07/0970951,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_051_07_0970951.jpg
同德路-石碶,52,2200,109.95,1351.526,12162.439,12491.63,2.707,3,0,70952,07/0970952,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_052_07_0970952.jpg
同德路-石碶,53,2118,105.85,1352.531,15477.542,15467.228,-0.067,2,0,70953,07/0970953,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_053_07_0970953.jpg
同德路-石碶,54,2203,110.1,1352.471,12057.707,12398.465,2.826,3,0,70954,07/0970954,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_054_07_0970954.jpg
同德路-石碶,55,2052,102.55,1353.4,14214.073,14270.579,0.398,2,1,70955,07/0970955,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_055_07_0970955.jpg
同德路-石碶,56,2113,105.6,1351.669,14443.449,14530.589,0.603,2,0,71056,07/1071056,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_056_07_1071056.jpg
同德路-石碶,57,2132,106.55,1352.029,16265.511,15988.089,-1.706,3,7,71057,07/1071057,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_057_07_1071057.jpg
同德路-石碶,58,2244,112.15,1351.855,13219.173,13513.347,2.225,4,0,71058,07/1071058,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_058_07_1071058.jpg
同德路-石碶,59,2172,108.55,1351.975,11918.691,12099.893,1.52,3,1,71059,07/1071059,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_059_07_1071059.jpg
同德路-石碶,60,2109,105.4,1330.481,15701.208,15285.941,-2.645,2,0,71560,07/1571560,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_060_07_1571560.jpg
同德路-石碶,61,2110,105.45,1332.353,15324.217,15079.597,-1.596,2,0,71561,07/1571561,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_061_07_1571561.jpg
同德路-石碶,62,2229,111.4,1331.452,13873.638,13711.634,-1.168,3,0,71562,07/1571562,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_062_07_1571562.jpg
同德路-石碶,63,2209,110.4,1330.654,12612.998,12328.227,-2.258,3,0,71563,07/1571563,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_063_07_1571563.jpg
同德路-石碶,64,2229,111.4,1330.611,13736.889,13501.36,-1.715,3,0,71564,07/1571564,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_064_07_1571564.jpg
同德路-石碶,65,2117,105.8,1331.736,15225.643,14891.652,-2.194,2,0,71565,07/1571565,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_065_07_1571565.jpg
同德路-石碶,66,2117,105.8,1330.555,15801.191,15413.694,-2.452,2,0,71666,07/1671666,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_066_07_1671666.jpg
同德路-石碶,67,2216,110.75,1331.855,13746.931,13546.021,-1.461,3,0,71667,07/1671667,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_067_07_1671667.jpg
同德路-石碶,68,2235,111.7,1330.954,13365.719,13214.42,-1.132,4,0,71668,07/1671668,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_068_07_1671668.jpg
同德路-石碶,69,2197,109.8,1330.53,12694.334,12506.925,-1.476,3,0,71669,07/1671669,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_069_07_1671669.jpg
同德路-石碶,70,2108,105.35,1332.146,15157.967,14800.742,-2.357,2,0,71670,07/1671670,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_070_07_1671670.jpg
同德路-石碶,71,2220,110.95,1331.113,13423.397,13317.737,-0.787,3,0,71671,07/1671671,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_071_07_1671671.jpg
同德路-石碶,72,2226,111.25,1330.802,13755.303,13619.665,-0.986,3,1,71672,07/1671672,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_072_07_1671672.jpg
同德路-石碶,73,2106,105.25,1332.176,15125.368,14635.034,-3.242,2,0,71773,07/1771773,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_073_07_1771773.jpg
同德路-石碶,74,2196,109.75,1330.477,13980.047,13697.352,-2.022,3,0,71874,07/1871874,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_074_07_1871874.jpg
同德路-石碶,75,2099,104.9,1331.421,15575.489,15156.849,-2.688,2,0,71875,07/1871875,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_075_07_1871875.jpg
同德路-石碶,76,2213,110.6,1331.32,13774.049,13589.859,-1.337,3,0,71876,07/1871876,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_076_07_1871876.jpg
同德路-石碶,77,2205,110.2,1330.718,13774.207,13539.033,-1.707,3,0,71877,07/1871877,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_077_07_1871877.jpg
同德路-石碶,78,2207,110.3,1331.701,13682.467,13558.932,-0.903,3,0,71878,07/1871878,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_078_07_1871878.jpg
同德路-石碶,79,2105,105.2,1331.096,15271.768,14879.273,-2.57,2,0,71879,07/1871879,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_079_07_1871879.jpg
同德路-石碶,80,2197,109.8,1330.479,12402.276,12284.02,-0.954,3,0,71880,07/1871880,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_080_07_1871880.jpg
同德路-石碶,81,2182,109.05,1331.953,10655.605,10691.916,0.341,3,1,71881,07/1871881,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_081_07_1871881.jpg
同德路-石碶,82,2104,105.15,1331.392,14942.285,14646.926,-1.977,2,0,71982,07/1971982,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_082_07_1971982.jpg
同德路-石碶,83,2212,110.55,1330.84,13703.239,13481.183,-1.62,3,0,71983,07/1971983,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_083_07_1971983.jpg
同德路-石碶,84,2200,109.95,1330.992,12045.924,11972.046,-0.613,3,0,71984,07/1971984,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_084_07_1971984.jpg
同德路-石碶,85,2189,109.4,1330.352,12314.809,12091.875,-1.81,3,0,71985,07/1971985,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_085_07_1971985.jpg
同德路-石碶,86,2077,103.8,1331.327,15361.391,15029.2,-2.163,2,0,71986,07/1971986,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_086_07_1971986.jpg
同德路-石碶,87,2136,106.75,1331.205,16309.159,15697.114,-3.753,3,0,71987,07/1971987,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_087_07_1971987.jpg
同德路-石碶,88,2203,110.1,1330.627,12326.576,12104.844,-1.799,3,1,71988,07/1971988,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_088_07_1971988.jpg
同德路-石碶,89,2099,104.9,1352.065,15032.263,15018.878,-0.089,2,0,72689,07/2672689,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_089_07_2672689.jpg
同德路-石碶,90,2232,111.55,1352.181,13214.261,13713.173,3.776,4,0,72690,07/2672690,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_090_07_2672690.jpg
同德路-石碶,91,2209,110.4,1352.163,14074.351,14414.923,2.42,3,0,72691,07/2672691,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_091_07_2672691.jpg
同德路-石碶,92,2223,111.1,1351.934,13018.385,13334.414,2.428,3,0,72692,07/2672692,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_092_07_2672692.jpg
同德路-石碶,93,2106,105.25,1353.057,15713.787,15806.263,0.589,2,0,72693,07/2672693,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_093_07_2672693.jpg
同德路-石碶,94,2103,105.1,1352.329,15518.82,15613.515,0.61,2,0,72694,07/2672694,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_094_07_2672694.jpg
同德路-石碶,95,2182,109.05,1352.451,12721.96,13082.17,2.831,3,1,72695,07/2672695,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_095_07_2672695.jpg
同德路-石碶,96,2200,109.95,1352.69,13308.565,13349.514,0.308,3,0,72796,07/2772796,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_096_07_2772796.jpg
同德路-石碶,97,2218,110.85,1352.351,13947.407,14290.608,2.461,3,0,72797,07/2772797,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_097_07_2772797.jpg
同德路-石碶,98,2187,109.3,1352.061,12649.923,12842.746,1.524,3,0,72798,07/2772798,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_098_07_2772798.jpg
同德路-石碶,99,2220,110.95,1352.09,13933.624,14277.162,2.466,3,0,72799,07/2772799,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_099_07_2772799.jpg
同德路-石碶,100,2215,110.7,1352.383,13752.765,14028.422,2.004,3,0,72800,07/2772800,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_100_07_2772800.jpg
同德路-石碶,101,2216,110.75,1352.786,14383.107,14600.039,1.508,3,0,72801,07/2772801,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_101_07_2772801.jpg
同德路-石碶,102,2230,111.45,1352.216,14012.934,14210.752,1.412,3,0,72802,07/2772802,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_102_07_2772802.jpg
同德路-石碶,103,2030,101.45,1352.552,12954.366,12939.27,-0.117,1,1,72803,07/2772803,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_103_07_2772803.jpg
同德路-石碶,104,2186,109.25,1353.037,12489.528,12802.937,2.509,3,0,72904,07/2872904,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_104_07_2872904.jpg
同德路-石碶,105,2234,111.65,1352.223,13315.39,13574.13,1.943,4,0,72905,07/2872905,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_105_07_2872905.jpg
同德路-石碶,106,2187,109.3,1352.555,12568.08,12782.083,1.703,3,0,72906,07/2872906,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_106_07_2872906.jpg
同德路-石碶,107,2198,109.85,1352.375,12462.841,12799.887,2.704,3,0,72907,07/2872907,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_107_07_2872907.jpg
同德路-石碶,108,2219,110.9,1352.293,11748.726,11957.77,1.779,3,0,72908,07/2872908,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_108_07_2872908.jpg
同德路-石碶,109,2210,110.45,1352.328,12433.823,12772.116,2.721,3,0,72909,07/2872909,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_109_07_2872909.jpg
同德路-石碶,110,2204,110.15,1353.178,12042.853,12409.994,3.049,3,1,72910,07/2872910,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_110_07_2872910.jpg
同德路-石碶,111,2115,105.7,1352.641,14725.005,14716.134,-0.06,2,0,73011,07/2973011,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_111_07_2973011.jpg
同德路-石碶,112,2215,110.7,1352.567,11794.189,12050.606,2.174,3,0,73012,07/2973012,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_112_07_2973012.jpg
同德路-石碶,113,2184,109.15,1352.345,14297.402,14458.542,1.127,3,0,73013,07/2973013,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_113_07_2973013.jpg
同德路-石碶,114,2182,109.05,1352.155,14068.526,14243.871,1.246,3,0,73014,07/2973014,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_114_07_2973014.jpg
同德路-石碶,115,2122,106.05,1353.312,16288.043,16076.673,-1.298,2,0,73015,07/2973015,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_115_07_2973015.jpg
同德路-石碶,116,2104,105.15,1352.313,14756.052,14672.386,-0.567,2,0,73016,07/2973016,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_116_07_2973016.jpg
同德路-石碶,117,2216,110.75,1352.43,12011.808,12240.907,1.907,3,1,73017,07/2973017,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_117_07_2973017.jpg
同德路-石碶,118,2102,105.05,1353.358,15552.038,15671.626,0.769,2,0,73118,07/3073118,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_118_07_3073118.jpg
同德路-石碶,119,2221,111.0,1352.433,13934.278,14329.116,2.834,3,0,73119,07/3073119,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_119_07_3073119.jpg
